V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,
-3.496,-4.0884,2.0248,-0.74036,1.1281,-1.2317,-0.086554,0.15781,1.6776,-1.9469,-0.74192,0.46751,-0.67909,-0.44694,0.12239,-1.0754,0.22147,-0.22844,-0.02709,1.6338,0.36156,-0.17301,1.2804,0.012697,0.76088,-0.82815,-0.2987,-0.061615,456.71,0
1.5076,-1.0928,0.3601,-1.7709,-0.91385,0.67872,-1.3802,0.14769,-1.9703,1.5194,0.57775,0.1565,1.9537,-0.59667,0.3363,0.033734,-0.095179,0.57666,-0.077547,-0.23421,-0.047078,0.3608,-0.13763,-1.1225,0.43824,-0.02209,0.072569,0.0034502,6,0
-0.92819,0.67176,1.9246,0.27375,1.0411,0.13693,0.36148,0.14334,-0.68213,-0.65082,-0.78952,0.42995,1.4413,-0.13072,1.2095,0.11751,-0.57629,-0.3317,-0.16268,0.16352,-0.11503,-0.42449,-0.19492,-0.78383,0.31016,-0.51278,0.084721,0.082173,5,0
1.0771,0.28498,0.0077314,1.6571,0.05202,0.44639,-0.40704,0.3557,0.62604,-0.92909,1.0942,0.57956,-0.86219,-2.2244,-1.1099,0.17238,1.7235,0.69799,-0.15358,-0.1428,-0.17434,-0.17416,-0.15338,-0.46633,0.611,-0.25287,0.090375,0.05482,10.99,0
-1.5313,1.3996,-0.58706,2.175,-2.1376,-0.50158,-1.2152,0.95686,-1.8666,-2.311,2.7701,-2.361,-0.52923,-2.0034,0.6196,-2.4891,-4.8876,-1.0696,1.3355,0.80586,0.5579,0.085267,0.4031,0.45444,0.20252,-0.31312,0.52718,0.20257,204.03,0
-0.34399,0.53979,1.0247,-0.3719,1.0373,1.2618,0.47341,0.22717,0.24828,-0.086236,-0.61069,-0.041801,-0.57487,-0.27298,-0.88319,-0.15081,-0.57498,0.27389,0.91828,0.14056,-0.1119,0.17023,-0.41508,-1.6596,-0.054849,0.45544,0.20154,-0.054236,3.99,0
1.2054,0.008467,0.95378,1.1411,-0.49122,0.2973,-0.50391,0.084948,0.7965,-0.23165,-1.3678,0.74158,1.1867,-0.6091,0.12889,0.27517,-0.60974,0.087582,0.096348,-0.035563,-0.10366,-0.046173,-0.12377,-0.43003,0.55922,-0.36038,0.077359,0.032499,12.99,0
-0.70318,1.2107,0.71373,1.1464,0.19679,0.46806,0.20498,0.62739,-0.29626,-0.309,-1.646,-0.35198,-0.68308,0.42983,0.32001,-0.81903,0.53624,-0.27701,1.0383,0.015529,-0.052939,0.044339,-0.18485,-0.77644,0.021548,-0.16643,0.29789,0.12838,13.99,0
-1.0464,0.72039,1.6034,0.60837,0.46094,-1.4234,0.26608,-0.14105,-0.51679,-0.20135,0.21788,0.25639,0.58928,-0.45845,1.2422,-0.026376,0.35694,-0.22453,0.52473,0.12203,-0.23103,-0.52957,-0.10629,0.7046,-0.3499,0.14604,0.28996,0.15957,2.67,0
1.1358,0.084164,0.26957,1.21,0.0051279,0.31805,-0.082664,0.19105,0.15757,0.062804,0.75088,0.74339,-0.84686,0.38086,-0.69419,-0.39798,-0.067049,-0.29015,0.048853,-0.20357,-0.076927,-0.063246,-0.11068,-0.30608,0.65198,-0.30807,0.030276,0.0018308,12.87,0
0.151,-3.0021,0.8243,0.23172,-2.6214,0.12884,-0.75523,0.095956,0.63822,0.096462,-1.2214,-0.9934,-1.3319,-0.75367,-0.56555,0.9345,0.80587,-0.95014,0.64085,1.1801,0.52172,0.3203,-0.59125,0.44756,0.16408,-0.1319,-0.047547,0.13027,611.76,0
-1.0885,1.1971,1.2937,-1.1765,-0.85995,-1.4761,0.30825,0.19645,0.54292,-0.032406,-0.12529,-0.14994,-0.82483,0.06913,0.58141,0.52681,-0.40821,-0.47463,-1.0178,0.15825,-0.15007,-0.25238,0.082766,0.92914,-0.25199,0.67539,0.093528,-0.093286,2.31,0
-0.6871,0.79044,2.2424,2.4065,0.35971,0.27941,0.10368,0.39907,-1.5187,0.60127,1.3898,-0.19189,-1.2791,0.6801,0.68969,0.27621,-0.089012,-0.065772,0.079882,0.056871,-0.14619,-0.7023,0.088038,0.13801,-0.12955,-0.14125,-0.011386,-0.0063438,11.38,0
1.1356,-0.17399,0.73069,0.71156,-0.85421,-0.49495,-0.29662,0.11054,0.49027,-0.019984,0.99582,0.47583,-1.5931,0.37867,-0.68444,0.027008,-0.081904,-0.14017,0.47098,-0.16651,-0.24393,-0.6827,0.096611,0.51927,0.20113,0.25954,-0.039581,0.0071953,23.88,0
0.019256,0.4717,0.86806,-1.2391,0.5479,-0.50266,0.80852,-0.24767,0.13074,-0.48499,-0.70209,-0.21345,-0.048713,-0.065307,0.65881,0.16853,-0.6213,-0.69075,-0.69704,-0.10713,0.02143,0.26506,0.066608,-0.38175,-1.3052,0.64605,-0.013625,-0.011985,2.61,0
1.0858,0.12669,0.49897,1.3337,-0.19913,0.032644,-0.015574,0.11609,0.015999,0.038633,1.3439,1.2856,-0.2496,0.27713,-0.80782,-0.58444,0.087007,-0.54673,-0.1583,-0.16285,-0.029953,0.087509,-0.059209,0.2455,0.60188,-0.34406,0.034199,0.0098801,19.64,0
-1.2441,1.1059,2.8709,3.0151,-0.81371,0.99246,-0.33747,0.45498,-0.20552,1.2163,0.57155,0.28788,-0.70157,-0.55847,-0.96209,-0.41114,0.36808,0.69272,1.3167,0.30695,0.14973,0.83921,-0.30944,0.57561,0.30457,0.48969,0.20609,0.25486,20.48,0
1.0214,0.15545,-0.31229,0.96141,0.54861,0.12182,0.52532,-0.053891,-0.68687,0.11306,1.1586,1.3065,0.91099,0.58198,0.18633,0.022029,-0.60853,-0.50201,0.0024918,0.1142,-0.22476,-0.85071,-0.077845,-0.67977,0.48448,-0.60593,-0.0054536,0.019392,105.87,0
1.5861,-1.1691,-1.3505,-2.5046,1.1064,3.1353,-1.3515,0.69093,-2.0907,1.5231,-0.2461,-1.0616,0.46613,-0.092297,0.68473,-0.1906,0.044771,0.39335,0.12879,-0.20272,-0.20037,-0.3254,-0.071104,0.9969,0.68109,-0.10019,0.022118,0.0092595,15,0
-0.71193,1.5474,1.7998,2.4891,0.4505,1.0738,0.30937,0.45085,-1.5601,1.2314,1.7384,0.56828,0.24729,0.40215,1.0772,-0.40958,0.26936,-0.56171,0.38519,0.35689,-0.11513,-0.13665,0.052595,-0.32794,-0.53148,0.0055327,0.5159,0.25037,0.75,0
1.1063,0.39863,0.86042,2.3889,-0.36584,-0.19257,-0.12177,0.15088,-0.73327,0.8609,0.98165,-0.079716,-1.418,0.72382,0.049227,1.1014,-0.83942,0.18598,-0.62085,-0.20006,-0.25319,-0.95284,0.18164,0.22246,0.083552,-0.34228,-0.017021,0.020976,17.43,0
-0.42467,0.55429,1.3742,-0.44745,0.28825,-1.0825,0.96903,-0.34745,-0.10968,-0.25859,-0.32843,0.31549,0.75561,-0.30142,0.28057,0.31184,-0.81354,-0.38404,-0.82254,0.24034,-0.023296,0.1035,0.024513,0.42501,-0.22775,0.18226,0.07672,-0.098667,41.64,0
1.2616,0.25635,0.51325,0.61905,-0.47248,-0.98934,0.065431,-0.20878,0.035924,-0.067307,-0.20896,0.40112,0.37821,0.2265,1.0252,0.30102,-0.42812,-0.54873,-0.11759,-0.09015,-0.25731,-0.73981,0.13565,0.37642,0.22032,0.094706,-0.028559,0.019023,1.29,0
1.2954,0.29688,0.068725,0.57269,-0.1657,-0.78111,0.030953,-0.13305,0.16574,-0.26279,-0.65528,-0.28069,-0.31614,-0.19337,1.2029,0.66498,-0.16433,-0.045996,0.0087346,-0.10592,-0.3308,-0.98051,0.07134,-0.21055,0.26663,0.12997,-0.027766,0.023851,0.89,0
-0.6927,0.29155,1.5752,-1.2194,-0.30226,0.67079,0.33306,0.15387,1.1985,-1.4739,-1.3902,-0.021876,-0.24253,-0.27334,1.3286,-1.16,0.28077,0.32017,1.5885,0.023361,0.12817,0.67918,-0.5161,-0.86987,0.64363,-0.29747,0.063828,0.042908,79,0
-1.0287,0.91051,1.9152,2.4694,-0.0083751,0.59758,0.25153,-0.33173,-0.095639,1.3487,-1.1261,-0.056429,1.1415,-0.98467,0.40978,0.29184,-0.64813,0.33732,0.24274,-0.18637,0.20488,0.94867,-0.014794,-0.064869,-0.88232,0.022126,-0.67311,0.085784,37.92,0
-0.45659,0.54171,1.3313,0.55945,0.18404,0.61279,0.63276,0.15225,-0.2022,-0.5107,-1.3639,-0.43183,-0.47729,0.0055669,0.51855,-0.78447,0.42515,-0.49089,1.3192,0.19423,-0.13447,-0.31613,-0.072149,-0.74972,-0.039644,0.4721,0.075612,0.099985,74.22,0
-1.2094,0.94945,-0.42981,-2.6401,2.6014,3.057,0.47349,0.28073,0.85304,1.0239,0.025355,-0.38603,-0.1616,-0.55882,0.71413,0.55355,-1.3935,-0.12372,-0.36946,0.41037,-0.21492,-0.44982,-0.088677,1.0304,-0.048967,0.67198,-0.61215,-0.224,0.68,0
-1.1857,-0.38651,1.6231,1.6364,1.1025,-0.68332,-0.30334,0.28565,-0.056085,-0.17392,-0.98936,-0.88621,-2.2009,0.5123,0.51263,-1.1447,0.78836,-0.38373,0.80094,0.17814,0.068753,-0.006952,0.040889,0.040937,0.0092242,-0.20104,0.10658,0.14047,9.99,0
1.0204,-0.63948,0.94157,0.12131,-0.99632,0.1778,-0.58966,0.15358,0.83598,-0.34775,0.74988,1.588,0.76801,-0.51859,-1.0564,0.14578,-0.26868,-0.11741,0.84497,0.17679,-0.14062,-0.34166,-0.060548,0.11667,0.14462,0.93285,-0.049522,0.018131,97.47,0
1.2562,0.25503,0.27772,0.70668,-0.49583,-1.1067,-0.0084931,-0.1245,0.24369,-0.24148,-0.30376,-0.50663,-1.1687,-0.010085,1.2469,0.54382,0.07447,-0.12827,-0.1889,-0.17112,-0.30393,-0.94383,0.14655,0.30716,0.16907,0.099129,-0.032095,0.027743,1.29,0
-2.3122,1.952,-1.6099,3.9979,-0.52219,-1.4265,-2.5374,1.3917,-2.7701,-2.7723,3.202,-2.8999,-0.59522,-4.2893,0.38972,-1.1407,-2.8301,-0.016822,0.41696,0.12691,0.51723,-0.035049,-0.46521,0.3202,0.044519,0.17784,0.26115,-0.14328,0,1
-3.0435,-3.1573,1.0885,2.2886,1.3598,-1.0648,0.32557,-0.067794,-0.27095,-0.83859,-0.41458,-0.50314,0.6765,-1.692,2.0006,0.66678,0.59972,1.7253,0.28334,2.1023,0.6617,0.43548,1.376,-0.2938,0.2798,-0.14536,-0.25277,0.035764,529,1
-2.3033,1.7592,-0.35974,2.3302,-0.82163,-0.075788,0.56232,-0.39915,-0.23825,-1.5254,2.0329,-6.5601,0.022937,-1.4701,-0.69883,-2.2822,-4.7818,-2.6157,-1.3344,-0.43002,-0.29417,-0.93239,0.17273,-0.08733,-0.15611,-0.54263,0.039566,-0.15303,239.93,1
-4.398,1.3584,-2.5928,2.6798,-1.1281,-1.7065,-3.4962,-0.24878,-0.24777,-4.8016,4.8958,-10.913,0.18437,-6.7711,-0.0073262,-7.3581,-12.598,-5.1315,0.30833,-0.17161,0.57357,0.17697,-0.43621,-0.053502,0.25241,-0.65749,-0.82714,0.84957,59,1
1.2342,3.0197,-4.3046,4.7328,3.6242,-1.3577,1.7134,-0.49636,-1.2829,-2.4475,2.1013,-4.6096,1.4644,-6.0793,-0.33924,2.5819,6.7394,3.0425,-2.7219,0.0090608,-0.37907,-0.70418,-0.6568,-1.6327,1.4889,0.5668,-0.010016,0.14679,1,1
0.0084304,4.1378,-6.2407,6.6757,0.76831,-3.3531,-1.6317,0.15461,-2.7959,-6.1879,5.6644,-9.8545,-0.30617,-10.691,-0.6385,-2.042,-1.1291,0.11645,-1.9347,0.48838,0.36451,-0.60806,-0.53953,0.12894,1.4885,0.50796,0.73582,0.51357,1,1
0.026779,4.1325,-6.5606,6.3486,1.3297,-2.5135,-1.6891,0.30325,-3.1394,-6.0455,6.7546,-8.9482,0.70272,-10.734,-1.3795,-1.639,-1.7464,0.77674,-1.3274,0.58774,0.37051,-0.57675,-0.66961,-0.75991,1.6051,0.54068,0.73704,0.4967,1,1
0.32959,3.7129,-5.7759,6.0783,1.6674,-2.4202,-0.81289,0.13308,-2.2143,-5.1345,4.5607,-8.8737,-0.79748,-9.1772,-0.25702,-0.87169,1.313,0.77391,-2.3706,0.26977,0.15662,-0.65245,-0.55157,-0.71652,1.4157,0.55526,0.53051,0.40447,1,1
0.31646,3.8091,-5.6152,6.0474,1.554,-2.6514,-0.74658,0.055586,-2.6787,-4.9595,6.4391,-7.5201,0.38635,-9.2523,-1.3652,-0.50236,0.78443,1.4943,-1.808,0.38831,0.20883,-0.51175,-0.58381,-0.21985,1.4748,0.49119,0.51887,0.40253,1,1
0.72565,2.3009,-5.33,4.0077,-1.7304,-1.7322,-3.9686,1.0637,-0.4861,-4.625,5.5887,-7.1482,1.6805,-6.2103,0.49528,-3.5995,-4.8303,-0.64909,2.2501,0.50465,0.58967,0.10954,0.60105,-0.3647,-1.8431,0.35191,0.59455,0.099372,1,1
0.70271,2.4264,-5.2345,4.4167,-2.1708,-2.6676,-3.8781,0.91134,-0.1662,-5.0092,4.6757,-8.1672,0.63856,-6.7633,1.2969,-3.8118,-3.7541,-1.0492,1.5542,0.42274,0.55118,-0.0098024,0.7217,0.47325,-1.9593,0.31948,0.60048,0.12931,1,1
1.0239,2.0015,-4.7698,3.8192,-1.2718,-1.7347,-3.0592,0.8898,0.41538,-3.9558,3.5721,-7.1865,0.14724,-5.2493,1.6783,-2.6415,-1.3121,-0.39172,1.1183,0.20414,0.34328,-0.054196,0.70965,-0.37222,-2.0321,0.36678,0.39517,0.020206,1,1
-1.5855,3.2616,-4.1374,2.3571,-1.405,-1.8794,-3.5137,1.5156,-1.2072,-6.2346,5.4507,-7.3337,1.3612,-6.6081,-0.48107,-2.6025,-4.8351,-0.55303,0.35195,0.31596,0.50154,-0.54687,-0.076584,-0.42555,0.12364,0.32198,0.26403,0.13282,1,1
-1.7832,3.4028,-3.8227,2.6254,-1.9764,-2.7317,-3.4306,1.4132,-0.77694,-6.1999,4.3667,-8.2433,0.34576,-6.5906,0.26558,-3.0285,-4.2145,-1.2136,-0.26542,0.36409,0.45403,-0.57753,0.045967,0.4617,0.044146,0.3057,0.53098,0.24375,1,1
0.85732,4.0939,-7.4239,7.3802,0.97337,-2.7308,-1.4965,0.54302,-2.3512,-3.9442,6.3551,-7.3097,0.74845,-9.058,-0.64894,-1.0731,1.5245,1.8314,-0.089724,0.4833,0.37503,0.1454,0.2406,-0.23465,-1.0049,0.43583,0.61832,0.14847,1,1
-1.8133,4.9179,-5.9261,5.7015,1.2044,-3.0351,-1.7134,0.56126,-3.7964,-7.4548,7.3881,-10.475,-0.37931,-11.737,-2.087,-2.4424,-3.5355,0.13036,-2.0715,0.57666,0.61564,-0.40643,-0.73702,-0.27964,1.1068,0.32389,0.89477,0.56952,1,1
-0.25147,4.3135,-6.8914,6.7968,0.6163,-2.9663,-2.4367,0.48933,-3.3716,-6.8108,7.6201,-10.285,-0.34244,-11.543,-1.335,-2.6893,-3.2044,0.086522,-1.3145,0.63271,0.53689,-0.54613,-0.60524,-0.26374,1.5399,0.52357,0.89102,0.57274,1,1
0.3146,2.6607,-5.92,4.5225,-2.315,-2.2784,-4.6841,1.2023,-0.6947,-5.5263,6.6624,-8.5255,0.74275,-7.6787,0.59307,-4.4781,-5.8443,-1.1027,2.1774,0.56271,0.74331,0.064038,0.67784,0.083008,-1.911,0.32219,0.62087,0.18503,1,1
0.4474,2.482,-5.6608,4.4559,-2.4438,-2.185,-4.7161,1.2498,-0.71833,-5.3903,6.4542,-8.4853,0.63528,-7.0199,0.53981,-4.6499,-6.2884,-1.3393,2.263,0.54961,0.75605,0.14017,0.66541,0.13146,-1.9082,0.33481,0.74853,0.17541,1,1
-2.1699,3.6397,-4.5085,2.7307,-2.1227,-2.341,-4.2353,1.7035,-1.3053,-6.7167,6.3536,-8.6016,0.44993,-7.5062,-0.43808,-3.6945,-6.3048,-1.2676,0.35799,0.50078,0.6451,-0.50353,-0.00052282,0.071696,0.092007,0.3085,0.55259,0.29895,1,1
-1.8638,3.4426,-4.4683,2.8053,-2.1184,-2.3323,-4.2612,1.7017,-1.4394,-6.9999,6.3162,-8.6708,0.31602,-7.4177,-0.43654,-3.6528,-6.2931,-1.2432,0.36481,0.36092,0.66793,-0.51624,-0.012218,0.070614,0.058504,0.30488,0.41801,0.20886,1,1
-4.6172,1.6957,-3.1144,4.3282,-1.8733,-0.98991,-4.5773,0.47222,0.47202,-5.576,4.8023,-10.833,0.1043,-9.4054,-0.80748,-7.5523,-9.8026,-4.1206,1.7405,-0.039046,0.48183,0.14602,0.11704,-0.21756,-0.13878,-0.42445,-1.002,0.89078,1.1,1
-2.6618,5.8564,-7.6536,6.3797,-0.060712,-3.1315,-3.1036,1.7785,-3.8312,-7.1916,7.103,-9.9287,-0.067498,-10.924,-1.6979,-2.3794,-2.7751,0.2738,-1.3822,0.3991,0.73477,-0.4359,-0.38477,-0.28602,1.0079,0.4132,0.28028,0.30394,1,1
-2.5359,5.7936,-7.6185,6.3958,-0.06521,-3.1364,-3.1046,1.8232,-3.8787,-7.2978,7.0717,-10.001,-0.20793,-10.861,-1.6908,-2.3609,-2.7601,0.2981,-1.3856,0.4087,0.71672,-0.44806,-0.40241,-0.28884,1.0118,0.42596,0.41314,0.3082,1,1
-3.4991,0.25856,-4.4896,4.8539,-6.9745,3.6284,5.4313,-1.9467,-0.77568,-1.9878,4.6904,-6.998,1.454,-3.738,0.31774,-2.0135,-5.1361,-1.1838,1.6634,-3.0426,-1.0524,0.20482,-2.119,0.17028,-0.39384,0.29637,1.9859,-0.90045,1809.7,1
-2.1255,5.9736,-11.035,9.0071,-1.6895,-2.8544,-7.8104,2.0309,-5.9028,-12.841,12.019,-17.769,-0.43104,-19.214,-0.96246,-10.267,-15.503,-5.4949,-0.41048,1.4938,1.6465,-0.27848,-0.66484,-1.1646,1.7018,0.69081,2.1197,1.1089,1,1
0.37827,3.9148,-5.7269,6.0941,1.6989,-2.8073,-0.59112,-0.1235,-2.5307,-5.1531,4.6541,-7.8395,1.3718,-9.6347,-0.7396,-0.6632,0.89193,0.97868,-2.0055,0.44044,0.1499,-0.60197,-0.61372,-0.40311,1.5684,0.52188,0.52794,0.41191,1,1
-1.4266,4.142,-9.8041,6.6663,-4.7495,-2.0731,-10.09,2.7913,-3.2495,-11.42,10.853,-15.969,0.54669,-14.691,0.91234,-12.227,-18.587,-6.9208,3.167,1.4107,1.8657,0.40781,0.60581,-0.76935,-1.7463,0.50204,1.9773,0.71161,1,1
-3.8912,7.0989,-11.426,8.6076,-2.0657,-2.9853,-8.1386,2.9739,-6.2728,-13.193,11.62,-17.632,-0.35519,-18.822,-1.2831,-10.031,-15.227,-5.322,-0.50175,1.3826,1.7571,-0.18971,-0.50863,-1.1893,1.1885,0.60524,1.8815,0.87526,1,1
0.91914,4.1996,-7.5356,7.4269,1.1182,-2.8867,-1.341,0.36393,-2.2032,-4.1378,4.5701,-7.6292,1.7339,-9.4404,-0.023353,-1.234,1.632,1.3157,-0.28719,0.53543,0.31609,0.055179,0.21069,-0.41792,-0.91119,0.46652,0.62739,0.15785,1,1
-4.6968,2.6939,-4.4751,5.4677,-1.5568,-1.5494,-4.1042,0.55393,-1.4985,-4.595,5.2755,-11.349,0.37455,-8.1387,0.54857,-6.6536,-10.247,-4.1911,0.99149,-0.15897,0.5739,-0.080163,0.31841,-0.24586,0.33824,0.032271,-1.5085,0.60807,0,1
-4.7277,3.0445,-5.5984,5.9282,-2.1908,-1.5293,-4.4874,0.91639,-1.307,-4.1389,5.1494,-11.124,0.54307,-7.8409,0.74363,-6.7771,-9.9318,-4.093,1.5049,-0.20776,0.65099,0.25498,0.62884,-0.23813,-0.67133,-0.03359,-1.3318,0.7057,30.39,1
-4.064,3.1009,-1.1885,3.2646,-1.9036,0.32035,-0.95494,-3.2775,2.8208,1.0151,3.1872,-7.0043,0.87271,-6.2206,-0.90444,-3.0751,-5.0447,-1.7181,-0.66246,-0.5319,1.6887,-0.078845,0.19373,0.4795,-0.5066,-0.40986,-3.0363,-0.63061,179.66,1
-2.5896,7.0167,-13.705,10.343,-2.9545,-3.0551,-9.3013,3.3496,-5.6542,-11.854,11.669,-17.229,0.055572,-18.494,-0.30417,-10.629,-14.441,-5.1055,1.2702,1.4889,1.8877,0.334,0.28766,-1.1864,-0.69027,0.6317,1.9342,0.78969,1,1
-2.88,5.2254,-11.063,6.69,-5.7599,-2.244,-11.2,4.0147,-3.4293,-11.562,10.447,-15.479,0.73444,-13.884,0.82144,-11.911,-18.103,-6.8378,3.1269,1.1914,2.0029,0.3511,0.79526,-0.77838,-1.6468,0.48754,1.4277,0.58317,1,1
-5.4544,8.2874,-12.753,8.5943,-3.106,-3.1799,-9.2528,4.2451,-6.3298,-13.137,11.228,-17.131,-0.1694,-18.05,-1.3662,-9.7236,-14.745,-5.2473,-0.57468,1.3059,1.8462,-0.26717,-0.3108,-1.2017,1.3522,0.60842,1.5747,0.80873,1,1
-4.153,8.2048,-15.032,10.33,-3.9944,-3.25,-10.416,4.6208,-5.7112,-11.797,11.278,-16.728,0.24137,-17.722,-0.3873,-10.322,-13.959,-5.0307,1.1973,1.4126,1.977,0.25651,0.48591,-1.1988,-0.52657,0.63487,1.6272,0.72324,1,1
-4.7105,8.6362,-15.496,10.313,-4.3513,-3.3227,-10.788,5.0604,-5.6893,-11.712,11.152,-16.558,0.30264,-17.476,-0.41239,-10.222,-13.799,-5.0086,1.162,1.4342,1.9905,0.22379,0.55441,-1.204,-0.45068,0.64184,1.606,0.72164,1,1
-4.6419,2.9021,-1.5729,2.5073,-0.87178,-1.0409,-1.5939,-3.2549,1.909,1.0774,3.3385,-6.5426,1.0995,-3.2665,1.0147,-4.8424,-5.2699,-2.3447,1.9592,-0.46568,1.9636,-0.21741,-0.54934,0.64555,-0.35456,-0.61176,-3.9081,-0.67125,11.39,1
1.0884,0.89847,0.39468,3.1703,0.17574,-0.22198,-0.022989,-0.010874,0.86004,-0.59247,1.0727,-2.5476,1.236,-0.33031,-1.0224,0.33564,2.299,-0.1621,-1.5327,-0.21736,-0.42355,-0.80085,0.077614,0.16761,0.35018,-0.11894,0.012948,0.054254,3.79,1
1.1898,0.94229,0.082334,3.024,0.41241,-0.21441,0.053558,-0.11035,0.8838,-0.55422,0.15492,-2.7768,1.6412,-0.45608,-1.2404,0.85732,1.707,0.52635,-0.8651,-0.14343,-0.50264,-1.0474,-0.056752,-0.34069,0.54124,-0.0983,-0.0030411,0.049819,3.79,1
-0.46933,1.1115,2.041,1.7316,0.13515,-0.093625,0.26616,0.082988,0.58026,-0.16456,0.50038,-3.0218,0.92421,1.5008,-0.40028,0.70605,0.11511,-0.046796,-2.5485,-0.35871,0.15939,0.59267,-0.053596,0.32075,-0.36912,-0.1366,-0.10085,0.039347,3.93,1
-5.2681,9.0676,-15.961,10.297,-4.7082,-3.3954,-11.161,5.5,-5.6674,-11.627,11.027,-16.388,0.36392,-17.23,-0.43749,-10.122,-13.639,-4.9865,1.1268,1.4559,2.0041,0.19106,0.62293,-1.2093,-0.3748,0.6488,1.5847,0.72006,1,1
-5.1879,6.9677,-13.511,8.6179,-11.214,0.67225,-9.4625,5.3287,-4.897,-11.787,9.3691,-15.094,1.2564,-11.852,0.27443,-10.688,-18.389,-6.8988,2.3828,-0.62374,2.0861,0.76019,0.71681,-0.64674,-1.617,0.17235,0.62665,-0.16973,766.36,1
-12.224,3.8542,-12.467,9.6483,-2.727,-4.4456,-21.923,0.32079,-4.4332,-11.201,9.3288,-13.105,0.88848,-10.14,0.71347,-10.099,-17.507,-8.0612,1.6069,-2.1472,-1.1598,-1.5041,-19.254,0.54487,-4.7816,-0.0077723,3.0524,-0.77504,1218.9,1
-14.474,6.5032,-17.713,11.27,-4.1501,-3.3721,-16.536,-1.4439,-6.8153,-13.671,10.545,-15.023,0.17163,-15.066,-0.25958,-8.6687,-12.804,-5.1166,0.5792,1.1012,-2.476,0.34239,-3.5645,-0.81814,0.15341,0.75508,2.7066,-0.99292,1,1
-12.34,4.4883,-16.587,10.107,-10.42,0.13067,-15.6,-1.1577,-5.3046,-12.939,8.8057,-13.556,1.1655,-9.8099,0.36999,-9.5052,-17.542,-6.7926,2.0694,-0.085501,-2.0896,1.7453,1.3768,-0.55427,-1.6107,0.15373,1.2125,-1.8693,188.78,1
-15.399,7.4723,-19.027,11.166,-6.8939,-2.1209,-14.913,-0.72121,-7.1751,-14.167,10.278,-14.985,0.34518,-14.666,-0.34635,-8.3332,-12.603,-4.8767,0.60463,1.1115,-2.4449,0.7275,-0.34508,-0.98175,0.99527,0.81676,2.2629,-1.1781,1,1
-14.179,7.4214,-21.406,11.928,-7.9743,-2.2027,-15.472,-0.35659,-6.3801,-13.348,10.188,-14.564,0.59376,-14.492,-0.28139,-8.2641,-12.44,-4.8371,0.75315,1.0028,-2.3668,1.131,0.99115,-1.0331,-0.32718,0.63469,2.1719,-1.3953,1,1
-14.725,7.8752,-21.872,11.906,-8.3487,-2.2628,-15.833,0.077874,-6.3568,-13.262,10.064,-14.395,0.65489,-14.248,-0.30536,-8.1616,-12.281,-4.8186,0.71979,0.99647,-2.3623,1.0996,1.0372,-1.0364,-0.25478,0.64234,2.1611,-1.4013,1,1
-15.271,8.3266,-22.339,11.885,-8.7213,-2.3243,-16.196,0.51288,-6.3337,-13.175,9.9398,-14.225,0.71603,-14.005,-0.32945,-8.0594,-12.122,-4.7997,0.68623,0.99312,-2.3569,1.068,1.0856,-1.0398,-0.18201,0.64992,2.1492,-1.4068,1,1
-15.819,8.776,-22.805,11.865,-9.0924,-2.3869,-16.56,0.94835,-6.3107,-13.089,9.8157,-14.056,0.77719,-13.761,-0.35364,-7.9574,-11.963,-4.7805,0.6525,0.99228,-2.3506,1.0364,1.1361,-1.0434,-0.10892,0.65744,2.1364,-1.4119,1,1
-16.368,9.2237,-23.271,11.845,-9.462,-2.4504,-16.925,1.3842,-6.2877,-13.003,9.6915,-13.887,0.83836,-13.517,-0.37791,-7.8557,-11.804,-4.761,0.61862,0.99358,-2.3437,1.0046,1.1882,-1.0472,-0.035573,0.6649,2.1228,-1.4167,1,1
-16.917,9.6699,-23.736,11.825,-9.8305,-2.5148,-17.291,1.8204,-6.2649,-12.917,9.5671,-13.717,0.89954,-13.273,-0.40226,-7.7541,-11.645,-4.7413,0.58463,0.99675,-2.3361,0.97275,1.2419,-1.0511,0.038009,0.67232,2.1085,-1.4212,1,1
-17.468,10.115,-24.202,11.805,-10.198,-2.5799,-17.657,2.2569,-6.2421,-12.831,9.4427,-13.547,0.96073,-13.029,-0.42667,-7.6527,-11.485,-4.7214,0.55052,1.0015,-2.328,0.94083,1.2968,-1.0551,0.11179,0.67969,2.0935,-1.4255,1,1
-18.019,10.559,-24.668,11.786,-10.565,-2.6457,-18.023,2.6937,-6.2195,-12.745,9.3181,-13.378,1.0219,-12.784,-0.45115,-7.5514,-11.326,-4.7013,0.51632,1.0077,-2.3195,0.90884,1.3529,-1.0592,0.18575,0.68704,2.0781,-1.4295,1,1
1.1924,1.339,-0.67888,3.1237,0.64324,-1.1843,0.39759,-0.2535,0.41113,-0.85986,1.1241,-3.7639,0.36798,-0.97176,-0.013883,1.4576,2.6115,1.292,-1.5638,-0.18545,-0.3775,-0.8896,-0.074208,0.035446,0.55058,-0.027171,-0.024921,0.073605,3.12,1
